Facility,State,County / Name of Facility,"Confirmed Cases 
(Staff)",Confirmed Cases (Residents),"Confirmed Deaths
(Staff)","Confirmed Deaths
(Residents)",Staff Recovered,Residents Recovered,"Date 
(last updated)",Source(s),Additional Notes,Coder,
Prison,Tennessee,South Central Facility in Clifton,,0,,0,,,5/11/20,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf,"(5/5/20) article reports death of resident from Turner Trousdale (https://www.wsmv.com/news/trousdale_county/inmate-at-trousdale-turner-dies-after-testing-positive-for-covid-19/article_aca4b276-8eec-11ea-af3a-d3728d90b626.html)  (5/1/20) article says 50 staff positives at Trousdale Turner CC positive ( https://www.newschannel5.com/news/more-than-1k-at-trousdale-turner-correctional-center-test-positive-for-covid-19 ) ----- (4/18/20) article says 10 of the positive staff in the state are at Bledsoe ( https://www.timesfreepress.com/news/local/story/2020/apr/18/tennessee-begins-covid-19-testing-bledsoe-prisoners/520990/ ) ----- (4/17/20) press release says 12 residents infected at Bledsoe Count (https://www.tn.gov/correction/news/2020/4/17/tdoc-takes-covid-19-actions-for-inmate-population.html)  (4/12/20) press release says 1 resident at Trousdale and 2 at Turney positive, as well as 19 staff across Northwest CC in Tiptonville and Bledsoe County CC in Pikeville, but doesn't say count between the two facilities ( https://www.tn.gov/correction/news/2020/4/12/tdoc-and-tdh-testing-results-for-corrections-employees.html ) ----- (4/11/20) press release about Turne inmate (https://www.tn.gov/correction/news/2020/4/10/tdoc-takes-covid-19-actions-after-inmate-tests-positive.html) ----- (4/10/20) article says 7 staff across three facilities test positive, and 1 resident at Turney is positive ( https://www.nashvillescene.com/news/pith-in-the-wind/article/21127881/the-latest-on-covid19-in-nashvilles-jails-and-tennessees-prisons ) ----- (4/9/20) article says 6 staff between Bledso County Correctional Complex in Pikevill and Northwest Correctional Complex in tiptonville tested positive, but that no inmates have. Removed count of 1 inmate testing positive at Turney as a result. ( https://fox17.com/news/local/mass-covid-19-testing-planned-for-two-tennessee-prisons ) -----(4/4/20) article says 1 resident tested postiive at Turney Center Industrial Complex in Only ( https://www.tn.gov/correction/news/2020/4/4/tdoc-takes-covid-19-actions-after-an-extended-hospital-visit.html ) ----- (3/29/20) article says 1 staff tested positive at South Central Facility in Clifton) ( https://fox17.com/news/local/tennessee-corrections-employee-tests-positive-for-covid-19-35-inmates-quarantined; https://www.tn.gov/correction/news/2020/4/4/tdoc-takes-covid-19-actions-after-an-extended-hospital-visit.html )",GD,
Prison,Tennessee,Trousdale Turney CC,,1286,,1,,,5/11/20,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf,"(5/5/20) article reports death of resident from Turner Trousdale (https://www.wsmv.com/news/trousdale_county/inmate-at-trousdale-turner-dies-after-testing-positive-for-covid-19/article_aca4b276-8eec-11ea-af3a-d3728d90b626.html)  (5/1/20) article says 50 staff positives at Trousdale Turner CC positive ( https://www.newschannel5.com/news/more-than-1k-at-trousdale-turner-correctional-center-test-positive-for-covid-19 ) ----- (4/18/20) article says 10 of the positive staff in the state are at Bledsoe ( https://www.timesfreepress.com/news/local/story/2020/apr/18/tennessee-begins-covid-19-testing-bledsoe-prisoners/520990/ ) ----- (4/17/20) press release says 12 residents infected at Bledsoe Count (https://www.tn.gov/correction/news/2020/4/17/tdoc-takes-covid-19-actions-for-inmate-population.html)  (4/12/20) press release says 1 resident at Trousdale and 2 at Turney positive, as well as 19 staff across Northwest CC in Tiptonville and Bledsoe County CC in Pikeville, but doesn't say count between the two facilities ( https://www.tn.gov/correction/news/2020/4/12/tdoc-and-tdh-testing-results-for-corrections-employees.html ) ----- (4/11/20) press release about Turne inmate (https://www.tn.gov/correction/news/2020/4/10/tdoc-takes-covid-19-actions-after-inmate-tests-positive.html) ----- (4/10/20) article says 7 staff across three facilities test positive, and 1 resident at Turney is positive ( https://www.nashvillescene.com/news/pith-in-the-wind/article/21127881/the-latest-on-covid19-in-nashvilles-jails-and-tennessees-prisons ) ----- (4/9/20) article says 6 staff between Bledso County Correctional Complex in Pikevill and Northwest Correctional Complex in tiptonville tested positive, but that no inmates have. Removed count of 1 inmate testing positive at Turney as a result. ( https://fox17.com/news/local/mass-covid-19-testing-planned-for-two-tennessee-prisons ) -----(4/4/20) article says 1 resident tested postiive at Turney Center Industrial Complex in Only ( https://www.tn.gov/correction/news/2020/4/4/tdoc-takes-covid-19-actions-after-an-extended-hospital-visit.html ) ----- (3/29/20) article says 1 staff tested positive at South Central Facility in Clifton) ( https://fox17.com/news/local/tennessee-corrections-employee-tests-positive-for-covid-19-35-inmates-quarantined; https://www.tn.gov/correction/news/2020/4/4/tdoc-takes-covid-19-actions-after-an-extended-hospital-visit.html )",GD,
Prison,Tennessee,Whiteville Correctional Facilty,,0,,0,,,5/11/20,https://www.tn.gov/content/dam/tn/correction/documents/TDOCInmatesCOVID19.pdf,"(5/5/20) article reports death of resident from Turner Trousdale (https://www.wsmv.com/news/trousdale_county/inmate-at-trousdale-turner-dies-after-testing-positive-for-covid-19/article_aca4b276-8eec-11ea-af3a-d3728d90b626.html)  (5/1/20) article says 50 staff positives at Trousdale Turner CC positive ( https://www.newschannel5.com/news/more-than-1k-at-trousdale-turner-correctional-center-test-positive-for-covid-19 ) ----- (4/18/20) article says 10 of the positive staff in the state are at Bledsoe ( https://www.timesfreepress.com/news/local/story/2020/apr/18/tennessee-begins-covid-19-testing-bledsoe-prisoners/520990/ ) ----- (4/17/20) press release says 12 residents infected at Bledsoe Count (https://www.tn.gov/correction/news/2020/4/17/tdoc-takes-covid-19-actions-for-inmate-population.html)  (4/12/20) press release says 1 resident at Trousdale and 2 at Turney positive, as well as 19 staff across Northwest CC in Tiptonville and Bledsoe County CC in Pikeville, but doesn't say count between the two facilities ( https://www.tn.gov/correction/news/2020/4/12/tdoc-and-tdh-testing-results-for-corrections-employees.html ) ----- (4/11/20) press release about Turne inmate (https://www.tn.gov/correction/news/2020/4/10/tdoc-takes-covid-19-actions-after-inmate-tests-positive.html) ----- (4/10/20) article says 7 staff across three facilities test positive, and 1 resident at Turney is positive ( https://www.nashvillescene.com/news/pith-in-the-wind/article/21127881/the-latest-on-covid19-in-nashvilles-jails-and-tennessees-prisons ) ----- (4/9/20) article says 6 staff between Bledso County Correctional Complex in Pikevill and Northwest Correctional Complex in tiptonville tested positive, but that no inmates have. Removed count of 1 inmate testing positive at Turney as a result. ( https://fox17.com/news/local/mass-covid-19-testing-planned-for-two-tennessee-prisons ) -----(4/4/20) article says 1 resident tested postiive at Turney Center Industrial Complex in Only ( https://www.tn.gov/correction/news/2020/4/4/tdoc-takes-covid-19-actions-after-an-extended-hospital-visit.html ) ----- (3/29/20) article says 1 staff tested positive at South Central Facility in Clifton) ( https://fox17.com/news/local/tennessee-corrections-employee-tests-positive-for-covid-19-35-inmates-quarantined; https://www.tn.gov/correction/news/2020/4/4/tdoc-takes-covid-19-actions-after-an-extended-hospital-visit.html )",GD,
Prison,Texas,State-wide (non-facility),82,371,6,30,82,371,5/11/20,https://www.tdcj.texas.gov/covid-19/offender_mac.html,"(5/11/20) article reports 7 staff fatalities (https://www.kwtx.com/content/news/Seven-Texas-prison-employees-30-inmates-with-COVID-19-have-died-570387621.html)  (5/7/20) due to difficulty tracking facilities at which resident fatalities occur, all resident fatalities are now reported state-wide; the fatalities represents the ""Covid-19 Presumed Death"" count reported by TDCJ  (5/5/20) article reports 5 staff fatalities (https://www.kwtx.com/content/news/Texas-prison-COVID-19-death-toll-rises-570190701.html)  (5/3/20) Main covid-19 update page reports 96 staff recoveries  (4/30/20) Total offender positive is 1118, employee total 394,  16 resident fatalities, assigned 4 fatalities to facilities as indicated on main Covid-19 update page  (4/28/20) total offender positive is 950, resident deaths at 12 - not all attributable to facility, spillover in statewide  (4/26/20) Total offender positive is 806, ""positive tests"" total is 740, staff ""positive tests"" is 294, recovered numbers are on main COVID page  (4/23/20) staff recovery number listed on main covid page (https://www.tdcj.texas.gov/covid-19/index.html)  (4/23/20) tracker reports 7 resident deaths, but facility unclear for one, so counted it in the state-wide column; tracker also reports 693 ""positive tests,"" and 594 ""total offender positive,"" neither of which matches the total of the positive tests column  (4/23/20)  article reports locations of two additional resident deaths, staff death (https://www.kwtx.com/content/news/Texas-prison-correctional-officer-with-COVID-19-dies-569859801.html)  (4/22/20) 1 staff died at Clements, 2 residents died at Wynne and Telford ( https://www.kbtx.com/content/news/Second-Texas-prison-correctional-officer-with-COVID-19-dies-569860551.html ) ----- (4/17/20) article reports second resident fatality at Telford (https://www.easttexasmatters.com/news/second-east-texas-inmate-dies-from-coronavirus-13-more-employees-test-positive/)",GD,
Prison,Texas,Allred,0,0,,,,,5/11/20,https://www.tdcj.texas.gov/covid-19/index.html,"(5/11/20) article reports 7 staff fatalities (https://www.kwtx.com/content/news/Seven-Texas-prison-employees-30-inmates-with-COVID-19-have-died-570387621.html)  (5/7/20) due to difficulty tracking facilities at which resident fatalities occur, all resident fatalities are now reported state-wide; the fatalities represents the ""Covid-19 Presumed Death"" count reported by TDCJ  (5/5/20) article reports 5 staff fatalities (https://www.kwtx.com/content/news/Texas-prison-COVID-19-death-toll-rises-570190701.html)  (5/3/20) Main covid-19 update page reports 96 staff recoveries  (4/30/20) Total offender positive is 1118, employee total 394,  16 resident fatalities, assigned 4 fatalities to facilities as indicated on main Covid-19 update page  (4/28/20) total offender positive is 950, resident deaths at 12 - not all attributable to facility, spillover in statewide  (4/26/20) Total offender positive is 806, ""positive tests"" total is 740, staff ""positive tests"" is 294, recovered numbers are on main COVID page  (4/23/20) staff recovery number listed on main covid page (https://www.tdcj.texas.gov/covid-19/index.html)  (4/23/20) tracker reports 7 resident deaths, but facility unclear for one, so counted it in the state-wide column; tracker also reports 693 ""positive tests,"" and 594 ""total offender positive,"" neither of which matches the total of the positive tests column  (4/23/20)  article reports locations of two additional resident deaths, staff death (https://www.kwtx.com/content/news/Texas-prison-correctional-officer-with-COVID-19-dies-569859801.html)  (4/22/20) 1 staff died at Clements, 2 residents died at Wynne and Telford ( https://www.kbtx.com/content/news/Second-Texas-prison-correctional-officer-with-COVID-19-dies-569860551.html ) ----- (4/17/20) article reports second resident fatality at Telford (https://www.easttexasmatters.com/news/second-east-texas-inmate-dies-from-coronavirus-13-more-employees-test-positive/)",GD,
Prison,Texas,Baten,12,3,,,,,5/11/20,https://www.tdcj.texas.gov/covid-19/index.html,"(5/11/20) article reports 7 staff fatalities (https://www.kwtx.com/content/news/Seven-Texas-prison-employees-30-inmates-with-COVID-19-have-died-570387621.html)  (5/7/20) due to difficulty tracking facilities at which resident fatalities occur, all resident fatalities are now reported state-wide; the fatalities represents the ""Covid-19 Presumed Death"" count reported by TDCJ  (5/5/20) article reports 5 staff fatalities (https://www.kwtx.com/content/news/Texas-prison-COVID-19-death-toll-rises-570190701.html)  (5/3/20) Main covid-19 update page reports 96 staff recoveries  (4/30/20) Total offender positive is 1118, employee total 394,  16 resident fatalities, assigned 4 fatalities to facilities as indicated on main Covid-19 update page  (4/28/20) total offender positive is 950, resident deaths at 12 - not all attributable to facility, spillover in statewide  (4/26/20) Total offender positive is 806, ""positive tests"" total is 740, staff ""positive tests"" is 294, recovered numbers are on main COVID page  (4/23/20) staff recovery number listed on main covid page (https://www.tdcj.texas.gov/covid-19/index.html)  (4/23/20) tracker reports 7 resident deaths, but facility unclear for one, so counted it in the state-wide column; tracker also reports 693 ""positive tests,"" and 594 ""total offender positive,"" neither of which matches the total of the positive tests column  (4/23/20)  article reports locations of two additional resident deaths, staff death (https://www.kwtx.com/content/news/Texas-prison-correctional-officer-with-COVID-19-dies-569859801.html)  (4/22/20) 1 staff died at Clements, 2 residents died at Wynne and Telford ( https://www.kbtx.com/content/news/Second-Texas-prison-correctional-officer-with-COVID-19-dies-569860551.html ) ----- (4/17/20) article reports second resident fatality at Telford (https://www.easttexasmatters.com/news/second-east-texas-inmate-dies-from-coronavirus-13-more-employees-test-positive/)",GD,
Prison,Texas,Bell,1,0,,,,,5/11/20,https://www.tdcj.texas.gov/covid-19/index.html,"(5/11/20) article reports 7 staff fatalities (https://www.kwtx.com/content/news/Seven-Texas-prison-employees-30-inmates-with-COVID-19-have-died-570387621.html)  (5/7/20) due to difficulty tracking facilities at which resident fatalities occur, all resident fatalities are now reported state-wide; the fatalities represents the ""Covid-19 Presumed Death"" count reported by TDCJ  (5/5/20) article reports 5 staff fatalities (https://www.kwtx.com/content/news/Texas-prison-COVID-19-death-toll-rises-570190701.html)  (5/3/20) Main covid-19 update page reports 96 staff recoveries  (4/30/20) Total offender positive is 1118, employee total 394,  16 resident fatalities, assigned 4 fatalities to facilities as indicated on main Covid-19 update page  (4/28/20) total offender positive is 950, resident deaths at 12 - not all attributable to facility, spillover in statewide  (4/26/20) Total offender positive is 806, ""positive tests"" total is 740, staff ""positive tests"" is 294, recovered numbers are on main COVID page  (4/23/20) staff recovery number listed on main covid page (https://www.tdcj.texas.gov/covid-19/index.html)  (4/23/20) tracker reports 7 resident deaths, but facility unclear for one, so counted it in the state-wide column; tracker also reports 693 ""positive tests,"" and 594 ""total offender positive,"" neither of which matches the total of the positive tests column  (4/23/20)  article reports locations of two additional resident deaths, staff death (https://www.kwtx.com/content/news/Texas-prison-correctional-officer-with-COVID-19-dies-569859801.html)  (4/22/20) 1 staff died at Clements, 2 residents died at Wynne and Telford ( https://www.kbtx.com/content/news/Second-Texas-prison-correctional-officer-with-COVID-19-dies-569860551.html ) ----- (4/17/20) article reports second resident fatality at Telford (https://www.easttexasmatters.com/news/second-east-texas-inmate-dies-from-coronavirus-13-more-employees-test-positive/)",GD,
Prison,Texas,Beto,20,64,,,,,5/11/20,https://www.tdcj.texas.gov/covid-19/index.html,"(5/11/20) article reports 7 staff fatalities (https://www.kwtx.com/content/news/Seven-Texas-prison-employees-30-inmates-with-COVID-19-have-died-570387621.html)  (5/7/20) due to difficulty tracking facilities at which resident fatalities occur, all resident fatalities are now reported state-wide; the fatalities represents the ""Covid-19 Presumed Death"" count reported by TDCJ  (5/5/20) article reports 5 staff fatalities (https://www.kwtx.com/content/news/Texas-prison-COVID-19-death-toll-rises-570190701.html)  (5/3/20) Main covid-19 update page reports 96 staff recoveries  (4/30/20) Total offender positive is 1118, employee total 394,  16 resident fatalities, assigned 4 fatalities to facilities as indicated on main Covid-19 update page  (4/28/20) total offender positive is 950, resident deaths at 12 - not all attributable to facility, spillover in statewide  (4/26/20) Total offender positive is 806, ""positive tests"" total is 740, staff ""positive tests"" is 294, recovered numbers are on main COVID page  (4/23/20) staff recovery number listed on main covid page (https://www.tdcj.texas.gov/covid-19/index.html)  (4/23/20) tracker reports 7 resident deaths, but facility unclear for one, so counted it in the state-wide column; tracker also reports 693 ""positive tests,"" and 594 ""total offender positive,"" neither of which matches the total of the positive tests column  (4/23/20)  article reports locations of two additional resident deaths, staff death (https://www.kwtx.com/content/news/Texas-prison-correctional-officer-with-COVID-19-dies-569859801.html)  (4/22/20) 1 staff died at Clements, 2 residents died at Wynne and Telford ( https://www.kbtx.com/content/news/Second-Texas-prison-correctional-officer-with-COVID-19-dies-569860551.html ) ----- (4/17/20) article reports second resident fatality at Telford (https://www.easttexasmatters.com/news/second-east-texas-inmate-dies-from-coronavirus-13-more-employees-test-positive/)",GD,
Prison,Texas,Boyd,0,1,,,,,5/11/20,https://www.tdcj.texas.gov/covid-19/index.html,"(5/11/20) article reports 7 staff fatalities (https://www.kwtx.com/content/news/Seven-Texas-prison-employees-30-inmates-with-COVID-19-have-died-570387621.html)  (5/7/20) due to difficulty tracking facilities at which resident fatalities occur, all resident fatalities are now reported state-wide; the fatalities represents the ""Covid-19 Presumed Death"" count reported by TDCJ  (5/5/20) article reports 5 staff fatalities (https://www.kwtx.com/content/news/Texas-prison-COVID-19-death-toll-rises-570190701.html)  (5/3/20) Main covid-19 update page reports 96 staff recoveries  (4/30/20) Total offender positive is 1118, employee total 394,  16 resident fatalities, assigned 4 fatalities to facilities as indicated on main Covid-19 update page  (4/28/20) total offender positive is 950, resident deaths at 12 - not all attributable to facility, spillover in statewide  (4/26/20) Total offender positive is 806, ""positive tests"" total is 740, staff ""positive tests"" is 294, recovered numbers are on main COVID page  (4/23/20) staff recovery number listed on main covid page (https://www.tdcj.texas.gov/covid-19/index.html)  (4/23/20) tracker reports 7 resident deaths, but facility unclear for one, so counted it in the state-wide column; tracker also reports 693 ""positive tests,"" and 594 ""total offender positive,"" neither of which matches the total of the positive tests column  (4/23/20)  article reports locations of two additional resident deaths, staff death (https://www.kwtx.com/content/news/Texas-prison-correctional-officer-with-COVID-19-dies-569859801.html)  (4/22/20) 1 staff died at Clements, 2 residents died at Wynne and Telford ( https://www.kbtx.com/content/news/Second-Texas-prison-correctional-officer-with-COVID-19-dies-569860551.html ) ----- (4/17/20) article reports second resident fatality at Telford (https://www.easttexasmatters.com/news/second-east-texas-inmate-dies-from-coronavirus-13-more-employees-test-positive/)",GD,
Prison,Texas,Bradshaw,0,0,,,,,5/11/20,https://www.tdcj.texas.gov/covid-19/index.html,"(5/11/20) article reports 7 staff fatalities (https://www.kwtx.com/content/news/Seven-Texas-prison-employees-30-inmates-with-COVID-19-have-died-570387621.html)  (5/7/20) due to difficulty tracking facilities at which resident fatalities occur, all resident fatalities are now reported state-wide; the fatalities represents the ""Covid-19 Presumed Death"" count reported by TDCJ  (5/5/20) article reports 5 staff fatalities (https://www.kwtx.com/content/news/Texas-prison-COVID-19-death-toll-rises-570190701.html)  (5/3/20) Main covid-19 update page reports 96 staff recoveries  (4/30/20) Total offender positive is 1118, employee total 394,  16 resident fatalities, assigned 4 fatalities to facilities as indicated on main Covid-19 update page  (4/28/20) total offender positive is 950, resident deaths at 12 - not all attributable to facility, spillover in statewide  (4/26/20) Total offender positive is 806, ""positive tests"" total is 740, staff ""positive tests"" is 294, recovered numbers are on main COVID page  (4/23/20) staff recovery number listed on main covid page (https://www.tdcj.texas.gov/covid-19/index.html)  (4/23/20) tracker reports 7 resident deaths, but facility unclear for one, so counted it in the state-wide column; tracker also reports 693 ""positive tests,"" and 594 ""total offender positive,"" neither of which matches the total of the positive tests column  (4/23/20)  article reports locations of two additional resident deaths, staff death (https://www.kwtx.com/content/news/Texas-prison-correctional-officer-with-COVID-19-dies-569859801.html)  (4/22/20) 1 staff died at Clements, 2 residents died at Wynne and Telford ( https://www.kbtx.com/content/news/Second-Texas-prison-correctional-officer-with-COVID-19-dies-569860551.html ) ----- (4/17/20) article reports second resident fatality at Telford (https://www.easttexasmatters.com/news/second-east-texas-inmate-dies-from-coronavirus-13-more-employees-test-positive/)",GD,
Prison,Texas,Bridgeport,0,0,,,,,5/11/20,https://www.tdcj.texas.gov/covid-19/index.html,"(5/11/20) article reports 7 staff fatalities (https://www.kwtx.com/content/news/Seven-Texas-prison-employees-30-inmates-with-COVID-19-have-died-570387621.html)  (5/7/20) due to difficulty tracking facilities at which resident fatalities occur, all resident fatalities are now reported state-wide; the fatalities represents the ""Covid-19 Presumed Death"" count reported by TDCJ  (5/5/20) article reports 5 staff fatalities (https://www.kwtx.com/content/news/Texas-prison-COVID-19-death-toll-rises-570190701.html)  (5/3/20) Main covid-19 update page reports 96 staff recoveries  (4/30/20) Total offender positive is 1118, employee total 394,  16 resident fatalities, assigned 4 fatalities to facilities as indicated on main Covid-19 update page  (4/28/20) total offender positive is 950, resident deaths at 12 - not all attributable to facility, spillover in statewide  (4/26/20) Total offender positive is 806, ""positive tests"" total is 740, staff ""positive tests"" is 294, recovered numbers are on main COVID page  (4/23/20) staff recovery number listed on main covid page (https://www.tdcj.texas.gov/covid-19/index.html)  (4/23/20) tracker reports 7 resident deaths, but facility unclear for one, so counted it in the state-wide column; tracker also reports 693 ""positive tests,"" and 594 ""total offender positive,"" neither of which matches the total of the positive tests column  (4/23/20)  article reports locations of two additional resident deaths, staff death (https://www.kwtx.com/content/news/Texas-prison-correctional-officer-with-COVID-19-dies-569859801.html)  (4/22/20) 1 staff died at Clements, 2 residents died at Wynne and Telford ( https://www.kbtx.com/content/news/Second-Texas-prison-correctional-officer-with-COVID-19-dies-569860551.html ) ----- (4/17/20) article reports second resident fatality at Telford (https://www.easttexasmatters.com/news/second-east-texas-inmate-dies-from-coronavirus-13-more-employees-test-positive/)",GD,
Prison,Texas,Briscoe,0,0,,,,,5/11/20,https://www.tdcj.texas.gov/covid-19/index.html,"(5/11/20) article reports 7 staff fatalities (https://www.kwtx.com/content/news/Seven-Texas-prison-employees-30-inmates-with-COVID-19-have-died-570387621.html)  (5/7/20) due to difficulty tracking facilities at which resident fatalities occur, all resident fatalities are now reported state-wide; the fatalities represents the ""Covid-19 Presumed Death"" count reported by TDCJ  (5/5/20) article reports 5 staff fatalities (https://www.kwtx.com/content/news/Texas-prison-COVID-19-death-toll-rises-570190701.html)  (5/3/20) Main covid-19 update page reports 96 staff recoveries  (4/30/20) Total offender positive is 1118, employee total 394,  16 resident fatalities, assigned 4 fatalities to facilities as indicated on main Covid-19 update page  (4/28/20) total offender positive is 950, resident deaths at 12 - not all attributable to facility, spillover in statewide  (4/26/20) Total offender positive is 806, ""positive tests"" total is 740, staff ""positive tests"" is 294, recovered numbers are on main COVID page  (4/23/20) staff recovery number listed on main covid page (https://www.tdcj.texas.gov/covid-19/index.html)  (4/23/20) tracker reports 7 resident deaths, but facility unclear for one, so counted it in the state-wide column; tracker also reports 693 ""positive tests,"" and 594 ""total offender positive,"" neither of which matches the total of the positive tests column  (4/23/20)  article reports locations of two additional resident deaths, staff death (https://www.kwtx.com/content/news/Texas-prison-correctional-officer-with-COVID-19-dies-569859801.html)  (4/22/20) 1 staff died at Clements, 2 residents died at Wynne and Telford ( https://www.kbtx.com/content/news/Second-Texas-prison-correctional-officer-with-COVID-19-dies-569860551.html ) ----- (4/17/20) article reports second resident fatality at Telford (https://www.easttexasmatters.com/news/second-east-texas-inmate-dies-from-coronavirus-13-more-employees-test-positive/)",GD,
Prison,Texas,Byrd,2,14,,,,,5/11/20,https://www.tdcj.texas.gov/covid-19/index.html,"(5/11/20) article reports 7 staff fatalities (https://www.kwtx.com/content/news/Seven-Texas-prison-employees-30-inmates-with-COVID-19-have-died-570387621.html)  (5/7/20) due to difficulty tracking facilities at which resident fatalities occur, all resident fatalities are now reported state-wide; the fatalities represents the ""Covid-19 Presumed Death"" count reported by TDCJ  (5/5/20) article reports 5 staff fatalities (https://www.kwtx.com/content/news/Texas-prison-COVID-19-death-toll-rises-570190701.html)  (5/3/20) Main covid-19 update page reports 96 staff recoveries  (4/30/20) Total offender positive is 1118, employee total 394,  16 resident fatalities, assigned 4 fatalities to facilities as indicated on main Covid-19 update page  (4/28/20) total offender positive is 950, resident deaths at 12 - not all attributable to facility, spillover in statewide  (4/26/20) Total offender positive is 806, ""positive tests"" total is 740, staff ""positive tests"" is 294, recovered numbers are on main COVID page  (4/23/20) staff recovery number listed on main covid page (https://www.tdcj.texas.gov/covid-19/index.html)  (4/23/20) tracker reports 7 resident deaths, but facility unclear for one, so counted it in the state-wide column; tracker also reports 693 ""positive tests,"" and 594 ""total offender positive,"" neither of which matches the total of the positive tests column  (4/23/20)  article reports locations of two additional resident deaths, staff death (https://www.kwtx.com/content/news/Texas-prison-correctional-officer-with-COVID-19-dies-569859801.html)  (4/22/20) 1 staff died at Clements, 2 residents died at Wynne and Telford ( https://www.kbtx.com/content/news/Second-Texas-prison-correctional-officer-with-COVID-19-dies-569860551.html ) ----- (4/17/20) article reports second resident fatality at Telford (https://www.easttexasmatters.com/news/second-east-texas-inmate-dies-from-coronavirus-13-more-employees-test-positive/)",GD,
Prison,Texas,Clemens,11,3,,,,,5/11/20,https://www.tdcj.texas.gov/covid-19/index.html,"(5/11/20) article reports 7 staff fatalities (https://www.kwtx.com/content/news/Seven-Texas-prison-employees-30-inmates-with-COVID-19-have-died-570387621.html)  (5/7/20) due to difficulty tracking facilities at which resident fatalities occur, all resident fatalities are now reported state-wide; the fatalities represents the ""Covid-19 Presumed Death"" count reported by TDCJ  (5/5/20) article reports 5 staff fatalities (https://www.kwtx.com/content/news/Texas-prison-COVID-19-death-toll-rises-570190701.html)  (5/3/20) Main covid-19 update page reports 96 staff recoveries  (4/30/20) Total offender positive is 1118, employee total 394,  16 resident fatalities, assigned 4 fatalities to facilities as indicated on main Covid-19 update page  (4/28/20) total offender positive is 950, resident deaths at 12 - not all attributable to facility, spillover in statewide  (4/26/20) Total offender positive is 806, ""positive tests"" total is 740, staff ""positive tests"" is 294, recovered numbers are on main COVID page  (4/23/20) staff recovery number listed on main covid page (https://www.tdcj.texas.gov/covid-19/index.html)  (4/23/20) tracker reports 7 resident deaths, but facility unclear for one, so counted it in the state-wide column; tracker also reports 693 ""positive tests,"" and 594 ""total offender positive,"" neither of which matches the total of the positive tests column  (4/23/20)  article reports locations of two additional resident deaths, staff death (https://www.kwtx.com/content/news/Texas-prison-correctional-officer-with-COVID-19-dies-569859801.html)  (4/22/20) 1 staff died at Clements, 2 residents died at Wynne and Telford ( https://www.kbtx.com/content/news/Second-Texas-prison-correctional-officer-with-COVID-19-dies-569860551.html ) ----- (4/17/20) article reports second resident fatality at Telford (https://www.easttexasmatters.com/news/second-east-texas-inmate-dies-from-coronavirus-13-more-employees-test-positive/)",GD,
Prison,Texas,Clements,59,52,1,,,,5/11/20,https://www.tdcj.texas.gov/covid-19/index.html,"(5/11/20) article reports 7 staff fatalities (https://www.kwtx.com/content/news/Seven-Texas-prison-employees-30-inmates-with-COVID-19-have-died-570387621.html)  (5/7/20) due to difficulty tracking facilities at which resident fatalities occur, all resident fatalities are now reported state-wide; the fatalities represents the ""Covid-19 Presumed Death"" count reported by TDCJ  (5/5/20) article reports 5 staff fatalities (https://www.kwtx.com/content/news/Texas-prison-COVID-19-death-toll-rises-570190701.html)  (5/3/20) Main covid-19 update page reports 96 staff recoveries  (4/30/20) Total offender positive is 1118, employee total 394,  16 resident fatalities, assigned 4 fatalities to facilities as indicated on main Covid-19 update page  (4/28/20) total offender positive is 950, resident deaths at 12 - not all attributable to facility, spillover in statewide  (4/26/20) Total offender positive is 806, ""positive tests"" total is 740, staff ""positive tests"" is 294, recovered numbers are on main COVID page  (4/23/20) staff recovery number listed on main covid page (https://www.tdcj.texas.gov/covid-19/index.html)  (4/23/20) tracker reports 7 resident deaths, but facility unclear for one, so counted it in the state-wide column; tracker also reports 693 ""positive tests,"" and 594 ""total offender positive,"" neither of which matches the total of the positive tests column  (4/23/20)  article reports locations of two additional resident deaths, staff death (https://www.kwtx.com/content/news/Texas-prison-correctional-officer-with-COVID-19-dies-569859801.html)  (4/22/20) 1 staff died at Clements, 2 residents died at Wynne and Telford ( https://www.kbtx.com/content/news/Second-Texas-prison-correctional-officer-with-COVID-19-dies-569860551.html ) ----- (4/17/20) article reports second resident fatality at Telford (https://www.easttexasmatters.com/news/second-east-texas-inmate-dies-from-coronavirus-13-more-employees-test-positive/)",GD,
