FID,OBJECTID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape_Leng,SHAPE_Length,SHAPE_Area
5784,5384,10003458,TOOELE COUNTY JAIL / SHERIFF,47 S MAIN ST,TOOELE,UT,84074,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,TOOELE,49045,USA,922140,CORRECTIONAL INSTITUTIONS,https://rs.locationshub.com/location_detail.aspx?id=022-10067170,5/3/2018,IMAGERY,2018/05/03 00:00:00,NOT AVAILABLE,NOT AVAILABLE,277,0.00666393083563,841.557148475238,7.38608175464e-07
5785,5385,10002894,LAUREL RIDGE TREATMENT CENTER,17720 CORPORATE WOODS DR,SAN ANTONIO,TX,78259,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,BEXAR,48029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.laurelridgetc.com/,3/1/2016,UNVERIFIED,2018/05/22 00:00:00,NOT AVAILABLE,MINIMUM,252,0.00890122692886,1067.85105800108,3.532836111e-06
5786,5386,10002867,HARRIS COUNTY BAKERS STREET JAIL,1307 BAKER ST,HOUSTON,TX,77002,NOT AVAILABLE,(713) 755-2400,COUNTY,OPEN,1072,HARRIS,48201,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.harriscountyso.org/Default.aspx,4/27/2018,IMAGERY,2018/04/27 00:00:00,https://www.harriscountyso.org/Default.aspx,MINIMUM,1070,0.00342045232331,404.270704678448,7.03020800089e-07
5787,5387,10002865,HARRIS COUNTY INMATE PROCESSING DIVISION,1201 COMMERCE ST,HOUSTON,TX,77002,NOT AVAILABLE,NOT AVAILABLE,COUNTY,NOT AVAILABLE,-999,HARRIS,48201,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,IMAGERY,2018/04/27 00:00:00,NOT AVAILABLE,MAXIMUM,-999,0.00247700629348,291.287937279711,3.20609803562e-07
5788,5388,10002866,HARRIS COUNTY 701 JAIL,701 N SAN JACINTO ST,HOUSTON,TX,77002,NOT AVAILABLE,(713) 755-8430,COUNTY,OPEN,4000,HARRIS,48201,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.harriscountyso.org/Default.aspx,4/27/2018,IMAGERY,2018/04/27 00:00:00,https://www.harriscountyso.org/Default.aspx,MINIMUM,4144,0.00275412026468,328.538635496446,4.04441766981e-07
5789,5389,10002767,SMITH COUNTY JAIL - CENTRAL DIVISION,206 E ELM ST,TYLER,TX,75701,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,285,SMITH,48423,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.smithcountysheriff.com/,5/1/2018,IMAGERY,2018/05/01 00:00:00,https://www.smithcountysheriff.com/,MAXIMUM,276,0.00364566452777,441.02130951377,5.45294198956e-07
5790,5390,10002871,HARRIS COUNTY YOUTH VILLAGE,210 J W MILLS DR,SEABROOK,TX,77586,NOT AVAILABLE,(713) 222-4700,COUNTY,OPEN,87,HARRIS,48201,USA,922140,CORRECTIONAL INSTITUTIONS,"https://hcjpd.harriscountytx.gov/Pages/Annual-Reports.aspx, https://hcjpd.harriscountytx.gov/Pages/Facilities.aspx",4/27/2018,IMAGERY,2018/04/27 00:00:00,https://hcjpd.harriscountytx.gov/Pages/Facilities.aspx,JUVENILE,128,0.00780358635045,919.998235134721,1.14356057072e-06
5791,5391,10002868,HARRIS COUNTY 711 JAIL,711 N SAN JACINTO ST,HOUSTON,TX,77002,NOT AVAILABLE,(713) 755-1188,COUNTY,OPEN,-999,HARRIS,48201,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.harriscountyso.org/Default.aspx,4/27/2018,IMAGERY,2018/04/27 00:00:00,https://www.harriscountyso.org/Default.aspx,NOT AVAILABLE,144,0.00248701458212,287.146630148073,2.20600852165e-07
5792,5392,10002974,BENTON COUNTY CORRECTIONS FACILITY,190 NW 4TH ST,CORVALLIS,OR,97330,NOT AVAILABLE,(541) 766-6866,COUNTY,OPEN,67,BENTON,41003,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.benton.or.us/sheriff,4/16/2018,IMAGERY,2018/04/16 00:00:00,https://www.co.benton.or.us/sheriff,NOT AVAILABLE,40,0.0014558832324,189.176658088368,1.28455811424e-07
5793,5393,10003740,TROY CITY JAIL,300 ELM STREET,TROY,AL,36081,NOT AVAILABLE,(334) 566-0500,LOCAL,OPEN,2,PIKE,01109,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.troyal.gov/content/6205/6239/16340/default.aspx,9/7/2016,IMAGERY,2018/05/23 00:00:00,NOT AVAILABLE,NOT AVAILABLE,18,0.00134067135145,163.317059499398,8.48988392256e-08
5794,5394,10004790,GRUNDY COUNTY JAIL,62 SPRING STREET,ALTAMONT,TN,37301,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,GRUNDY,47061,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.grundycountyherald.com/sheriffs-office-moves-to-new-jail/,11/23/2016,IMAGERY,2018/04/23 00:00:00,NOT AVAILABLE,NOT AVAILABLE,34,0.00124880635138,154.323905049743,7.43696909186e-08
5795,5395,10002873,CLAY ROAD JAIL HARRIS COUNTY IPD,16715 CLAY RD,HOUSTON,TX,77084,NOT AVAILABLE,NOT AVAILABLE,COUNTY,NOT AVAILABLE,-999,HARRIS,48201,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,IMAGERY,2018/05/02 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00184645727308,223.113134930403,1.83394161023e-07
5796,5396,10003422,GREENE COUNTY JAIL,77 E MARKET ST,XENIA,OH,45385,NOT AVAILABLE,(937) 562-4840,COUNTY,OPEN,-999,GREENE,39057,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.greene.oh.us/496/Corrections-Division,4/11/2018,IMAGERY,2018/04/11 00:00:00,http://www.co.greene.oh.us/496/Corrections-Division,NOT AVAILABLE,130,0.00244073177041,303.852196697457,2.80980488829e-07
5797,5397,10002877,COLORADO COUNTY JAIL,2215 WALNUT ST,COLUMBUS,TX,78934,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,82,COLORADO,48089,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tcjs.state.tx.us/index.php?linkID=325, https://texasjailproject.org/list_of_county_jails/",3/1/2018,IMAGERY,2018/04/26 00:00:00,NOT AVAILABLE,NOT AVAILABLE,99,0.00248500054114,296.340796161778,3.28520785055e-07
5798,5398,10002789,COMANCHE COUNTY JAIL,300 INDUSTRIAL BLVD,COMANCHE,TX,76442,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,32,COMANCHE,48093,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tcjs.state.tx.us/index.php?linkID=325, http://www.comanchecountytexas.net/Sheriff/Sheriff.htm",3/1/2018,IMAGERY,2018/04/26 00:00:00,NOT AVAILABLE,NOT AVAILABLE,145,0.0031589799427,381.285029487065,5.10304825635e-07
5799,5399,10005079,JEFFERSON COUNTY JAIL,200 COURTHOUSE WAY,RIGBY,ID,83442,NOT AVAILABLE,(208) 745-9210,COUNTY,OPEN,-999,JEFFERSON,16051,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.jefferson.id.us/sheriffs_office.php,3/1/2018,IMAGERY,2018/03/01 00:00:00,http://www.co.jefferson.id.us/sheriffs_office.php,NOT AVAILABLE,-999,0.00461650660132,577.613556325131,6.11001985166e-07
5800,5400,10003737,UNION SPRINGS POLICE DEPARTMENT,305 PRAIRIE STREET NORTH,UNION SPRINGS,AL,36089,NOT AVAILABLE,NOT AVAILABLE,LOCAL,NOT AVAILABLE,-999,BULLOCK,01011,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,IMAGERY/OTHER,2018/05/23 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.000798763241902,94.8573326327508,3.70305312482e-08
5801,5401,10006027,OKFUSKEE COUNTY JAIL,209 N 3RD ST,OKEMAH,OK,74859,NOT AVAILABLE,NOT AVAILABLE,COUNTY,NOT AVAILABLE,-999,OKFUSKEE,40107,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,IMAGERY,2018/04/16 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00116498600005,142.979799997061,6.65657307142e-08
5802,5402,10006116,DUNDY COUNTY JAIL,701 CHIEF ST,BENKELMAN,NE,69021,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,DUNDY,31057,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncc.nebraska.gov/jail-standards-inspection-reports,4/5/2018,IMAGERY,2018/04/05 00:00:00,NOT AVAILABLE,NOT AVAILABLE,3,0.00090048302852,110.598592444671,4.53055290538e-08
5803,5403,10005467,ALFALFA COUNTY JAIL,300 S GRAND AVE,CHEROKEE,OK,73728,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,ALFALFA,40003,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.oklahomasheriffs.org/app/web/sheriff/county,4/12/2018,IMAGERY,2018/04/12 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.001155466,143.979199994355,8.33240508525e-08
5804,5404,10004830,TREGO COUNTY JUVENILE CENTER,675 SOUTH 13TH STREET,WAKEENEY,KS,67672,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,TREGO,20195,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.thekansan.com/article/20100605/NEWS/306059951,6/5/2010,IMAGERY,2018/03/13 00:00:00,NOT AVAILABLE,JUVENILE,41,0.00413680188151,510.614901451014,1.00669226541e-06
5805,5405,10004049,LAFAYETTE COUNTY JAIL,107 S 11TH ST,LEXINGTON,MO,64067,NOT AVAILABLE,(660) 259-3622,COUNTY,OPEN,125,LAFAYETTE,29107,USA,922140,CORRECTIONAL INSTITUTIONS,http://lcsheriff.com/,3/26/2018,IMAGERY,2018/03/26 00:00:00,http://lcsheriff.com/,NOT AVAILABLE,126,0.00201890271359,239.91565608112,1.78795706512e-07
5806,5406,10005815,QUEENS OUTREACH HAVEN,43-53 ROBINSON STREET,FLUSHING,NY,11355,NOT AVAILABLE,NOT AVAILABLE,LOCAL,NOT AVAILABLE,-999,QUEENS,36081,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,UNVERIFIED,2018/05/21 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.000929592123922,116.213259716109,4.59019364114e-08
5807,5407,10006242,JAMES G BOWLES JUVENILE HALL,1831 RIDGE RD,BAKERSFIELD,CA,93305,NOT AVAILABLE,(661) 868-4300,COUNTY,OPEN,-999,KERN,06029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.kernprobation.com/institutions/,5/16/2018,IMAGERY,2018/05/16 00:00:00,NOT AVAILABLE,JUVENILE,-999,0.00800163117975,954.379517841631,3.32160809021e-06
5808,5408,10002780,TAYLOR COUNTY JAIL,910 S 27TH,ABILENE,TX,79602,NOT AVAILABLE,(325) 691-7423,COUNTY,OPEN,617,TAYLOR,48441,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tcjs.state.tx.us/index.php?linkID=325, http://www.taylorcountytexas.org/296/Law-Enforcement",3/1/2018,IMAGERY,2018/05/01 00:00:00,NOT AVAILABLE,NOT AVAILABLE,874,0.00922192228149,1110.54757166997,4.95159302856e-06
5809,5409,10002937,STARR COUNTY JAIL,100 E 6TH ST,RIO GRANDE CITY,TX,78582,NOT AVAILABLE,(956) 487-4552,COUNTY,OPEN,249,STARR,48427,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tcjs.state.tx.us/index.php?linkID=325, https://texasjailproject.org/list_of_county_jails/",3/1/2018,IMAGERY,2018/05/01 00:00:00,NOT AVAILABLE,NOT AVAILABLE,275,0.00357922138911,416.399067156494,6.79103137303e-07
5810,5410,10003013,SOUTHERN NEVADA CORRECTIONAL CENTER,1 PRISON RD,JEAN,NV,89019,NOT AVAILABLE,NOT AVAILABLE,STATE,CLOSED,0,CLARK,32003,USA,922140,CORRECTIONAL INSTITUTIONS,http://doc.nv.gov/Facilities/Home/,12/19/2017,IMAGERY,2017/12/19 00:00:00,NOT AVAILABLE,MEDIUM,500,0.0124423910315,1539.31242062579,8.40252802875e-06
5811,5411,10002999,DOUGLAS COUNTY MAIN JAIL,1038 BUCKEYE ROAD,MINDEN,NV,89423,NOT AVAILABLE,(775) 782-9945,COUNTY,OPEN,-999,DOUGLAS,32005,USA,922140,CORRECTIONAL INSTITUTIONS,http://douglasconvsheriff.com/Divisions.shtml,4/9/2018,IMAGERY,2018/04/09 00:00:00,http://douglasconvsheriff.com/Divisions.shtml,MAXIMUM,98,0.00408984854819,504.124254436425,5.61252336788e-07
5812,5412,10004535,BACON COUNTY JAIL,307 SOUTH DIXON STREET,ALMA,GA,31510,NOT AVAILABLE,(912) 632-5166,COUNTY,OPEN,-999,BACON,13005,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.baconcountyso.com/index.html,2/22/2018,IMAGERY,2018/02/22 00:00:00,http://www.baconcountyso.com/index.html,NOT AVAILABLE,-999,0.00278932529702,330.614114877672,4.36825713899e-07
5813,5413,10002992,WESTERN NEVADA REGIONAL YOUTH CENTER,3550 GRAHAM AVE,SILVER SPRINGS,NV,89429,NOT AVAILABLE,(775) 577-4200 EXT 10,COUNTY,OPEN,-999,LYON,32019,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.wnryc.org/index.html,4/9/2018,IMAGERY,2018/04/09 00:00:00,http://www.wnryc.org/index.html,JUVENILE,34,0.00230337950825,294.232721155055,2.531941942e-07
5814,5414,10004090,CONCORDIA PARISH WORK RELEASE,5223 US HWY 84,VIDALIA,LA,71373,NOT AVAILABLE,(318) 336-2881,COUNTY,OPEN,97,CONCORDIA,22029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.lcle.la.gov/programs/SAC.asp,4/1/2017,IMAGERY/OTHER,2018/03/15 00:00:00,http://www.concordiasheriff.org/,MINIMUM,224,0.00243807617377,290.028293805906,3.67773548659e-07
5815,5415,10003708,PARRISH CITY JAIL,6484 STATE HIGHWAY 269 SOUTH,PARRISH,AL,35580,NOT AVAILABLE,NOT AVAILABLE,LOCAL,NOT AVAILABLE,-999,WALKER,01127,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,IMAGERY/OTHER,2018/05/15 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.000906863950096,113.490971846096,4.83616877191e-08
5816,5416,10003707,CARBON HILL CITY JAIL,170 2ND AVENUE NORTHWEST,CARBON HILL,AL,35549,NOT AVAILABLE,NOT AVAILABLE,LOCAL,NOT AVAILABLE,-999,WALKER,01127,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,IMAGERY/OTHER,2018/05/15 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00109260161458,128.977467572699,5.68105575412e-08
5817,5417,10002723,GAINESVILLE STATE SCHOOL,1379 FM 678,GAINESVILLE,TX,76240,NOT AVAILABLE,(940) 665-0701,STATE,OPEN,335,COOKE,48097,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.tjjd.texas.gov/programs/prea.aspx,3/5/2015,IMAGERY,2018/01/12 00:00:00,http://www.tjjd.texas.gov/programs/facilities_list.aspx,JUVENILE,350,0.0221700255201,2642.89126244343,2.38701868255e-05
5818,5418,10003697,DECATUR CITY JAIL,402 LEE STREET NORTHEAST,DECATUR,AL,35601,NOT AVAILABLE,NOT AVAILABLE,LOCAL,CLOSED,0,MORGAN,01103,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.decaturalabamausa.com/departments/police-department/contact/,5/15/2018,IMAGERY,2018/05/15 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00292672552263,355.077559055146,2.24336758671e-07
5819,5419,10006427,CALHOUN COUNTY DETENTION CENTER,NOT AVAILABLE,HAMPTON,AR,71744,NOT AVAILABLE,(870) 798-2323,COUNTY,OPEN,-999,CALHOUN,05013,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.arsheriffs.org/directory,1/26/2018,IMAGERY/OTHER,2018/01/26 00:00:00,http://calhouncounty.arkansas.gov/departments,NOT AVAILABLE,30,0.00175463165989,205.170801764075,1.5762553502e-07
5820,5420,10004252,WAYNE COUNTY ADULT DETENTION FACILITY,613 COURT ST,WAYNESBORO,MS,39367,NOT AVAILABLE,(601) 735-3801,COUNTY,OPEN,-999,WAYNE,28153,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.waynecoso.org/index.htm,3/29/2018,IMAGERY,2018/03/29 00:00:00,http://www.waynecoso.org/index.htm,NOT AVAILABLE,118,0.00329222764428,394.022999274028,3.90861215745e-07
5821,5421,10002704,DALLAM COUNTY JAIL,201 EAST 5TH STREET,DALHART,TX,79022,NOT AVAILABLE,(806) 244-2541,COUNTY,OPEN,43,DALLAM,48111,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tcjs.state.tx.us/index.php?linkID=325, https://texasjailproject.org/list_of_county_jails/",3/1/2018,IMAGERY,2018/04/26 00:00:00,NOT AVAILABLE,NOT AVAILABLE,51,0.00166773325574,210.995689833403,1.6066011851e-07
5822,5422,10002751,DALLAS CITY DETENTION CENTER,1600 CHESTNUT ST,DALLAS,TX,75226,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,DALLAS,48113,USA,922140,CORRECTIONAL INSTITUTIONS,http://dallascityhall.com/departments/courtdetentionservices/Pages/Dallas-City-Marshal.aspx,5/22/2018,IMAGERY,2018/05/22 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00329679339782,400.408253675393,5.37755840325e-07
5823,5423,10002919,DIMMIT COUNTY JAIL,669 INDUSTRIAL BLVD,CARRIZO SPRINGS,TX,78834,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,80,DIMMIT,48127,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tcjs.state.tx.us/index.php?linkID=325, http://www.dimmitcountytexas.us/sheriff/sheriff.htm",3/1/2018,IMAGERY,2018/04/26 00:00:00,NOT AVAILABLE,NOT AVAILABLE,95,0.00246198699571,290.294664676669,3.16300153741e-07
5824,5424,10002898,GALVESTON COUNTY JAIL,601 54TH STREET,GALVESTON,TX,77551,NOT AVAILABLE,(409) 766-2315,COUNTY,OPEN,1125,GALVESTON,48167,USA,922140,CORRECTIONAL INSTITUTIONS,"http://p2c.co.galveston.tx.us/main.aspx, https://www.tcjs.state.tx.us/index.php?linkID=325",3/1/2018,IMAGERY,2018/04/26 00:00:00,http://www.co.galveston.tx.us/sheriff/index.asp#,NOT AVAILABLE,1187,0.0111717943675,1327.21737194282,4.76235852656e-06
5825,5425,10002889,GONZALES COUNTY JAIL,1713 SARAH DEWITT DR,GONZALES,TX,78629,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,73,GONZALES,48177,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tcjs.state.tx.us/index.php?linkID=325,3/1/2018,IMAGERY,2018/04/27 00:00:00,https://www.gonzalescountysheriff.org/,NOT AVAILABLE,96,0.00239681672538,281.384500848591,2.94215672648e-07
5826,5426,10002739,GARZA COUNTY REGIONAL JUVENILE CENTER,800 N AVENUE F,POST,TX,78634,NOT AVAILABLE,(806) 495-0266,COUNTY,OPEN,56,GARZA,48169,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cornerstoneprograms.com/index.php/facilities-and-out-patient-services/texas/garza-county-regional-juvenile-center,9/10/2017,IMAGERY,2018/04/27 00:00:00,http://www.cornerstoneprograms.com/index.php/facilities-and-out-patient-services/texas/garza-county-regional-juvenile-center,JUVENILE,96,0.00339423900509,414.20790690093,7.40830460149e-07
5827,5427,10003867,HOMEWARD BOUND PROGRAM - YOUTH SERVICES DEPARTMENT,456 FLAX POND ROAD,BREWSTER,MA,02631,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CLOSED,0,BARNSTABLE,25001,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.capecodtimes.com/article/20070627/News/706270323,6/30/2009,IMAGERY,2018/05/14 00:00:00,NOT AVAILABLE,JUVENILE,-999,0.00728755279956,908.726059115892,1.47126163787e-06
5828,5428,10004026,HARFORD COUNTY DETENTION CENTER,1030 ROCK SPRING RD,BEL AIR,MD,21014,NOT AVAILABLE,(410) 638-3140,COUNTY,OPEN,353,HARFORD,24025,USA,922140,CORRECTIONAL INSTITUTIONS,http://dlslibrary.state.md.us/publications/JCR/2016/2016_309.pdf,8/30/2016,IMAGERY,2018/03/19 00:00:00,https://harfordsheriff.org/,MAXIMUM,766,0.00555167053823,704.96191620938,1.74057713323e-06
5829,5429,10003868,BRISTOL COUNTY ASH STREET JAIL AND REGIONAL LOCK-UP,226 ASH STREET,NEW BEDFORD,MA,02740,NOT AVAILABLE,(508) 996-6704,COUNTY,OPEN,180,BRISTOL,25005,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.mass.gov/eopss/docs/doc/research-reports/overcrowding/2017-1stqtr-prisoncapacity-report.pdf, http://www.bcso-ma.us/index.htm",3/27/2017,IMAGERY,2018/03/19 00:00:00,http://www.bcso-ma.us/index.htm,NOT AVAILABLE,206,0.00376473224296,467.131574922884,7.99327370691e-07
5830,5430,10004030,KENT COUNTY DETENTION CENTER,104 VICKERS DR,CHESTERTOWN,MD,21620,NOT AVAILABLE,(410) 778-6025,COUNTY,OPEN,73,KENT,24029,USA,922140,CORRECTIONAL INSTITUTIONS,http://dlslibrary.state.md.us/publications/JCR/2016/2016_309.pdf,8/30/2016,IMAGERY,2018/03/19 00:00:00,https://www.kentcounty.com/kcdc,NOT AVAILABLE,83,0.00303562569532,376.789580160435,3.95828853769e-07
5831,5431,10003881,UNION COUNTY JAIL / SHERIFF,378 BEASLEY ST.,BLAIRSVILLE,GA,30512,NOT AVAILABLE,(706) 439-6080,COUNTY,OPEN,67,UNION,13291,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.unioncountygasheriff.org/,2/26/2018,IMAGERY,2018/02/26 00:00:00,http://www.unioncountygasheriff.org/,NOT AVAILABLE,57,0.00233522503931,278.426912092983,3.10489855946e-07
5832,5432,10002935,ZAPATA COUNTY JAIL,2311 STOP 23A,ZAPATA,TX,78076,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,165,ZAPATA,48505,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tcjs.state.tx.us/index.php?linkID=325, https://texasjailproject.org/list_of_county_jails/",3/1/2018,IMAGERY,2018/05/02 00:00:00,NOT AVAILABLE,NOT AVAILABLE,240,0.00180201075814,213.195050155185,1.64560451762e-07
5833,5433,10002773,HOOD COUNTY JAIL,400 DEPUTY LARRY MILLER DR,GRANBURY,TX,76048,NOT AVAILABLE,(817) 579-3333,COUNTY,OPEN,180,HOOD,48221,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.co.hood.tx.us/67/Sheriff, https://www.tcjs.state.tx.us/index.php?linkID=325",3/1/2018,IMAGERY,2018/04/27 00:00:00,https://www.co.hood.tx.us/67/Sheriff,NOT AVAILABLE,192,0.0040690497203,487.099684059812,7.78095195509e-07
5834,5434,10002929,JIM WELLS COUNTY JAIL,300 N CAMERON ST,ALICE,TX,78332,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,54,JIM WELLS,48249,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.jimwellscounty-tx.gov/index.html, https://www.tcjs.state.tx.us/index.php?linkID=325",3/1/2018,IMAGERY,2018/04/30 00:00:00,http://www.jimwellscounty-tx.gov/index.html,NOT AVAILABLE,88,0.00278991529097,333.156318574482,4.01512232692e-07
5835,5435,10002859,AL PRICE STATE JUVENILE CORRECTIONAL FACILITY,3890 FM 3514,BEAUMONT,TX,77705,NOT AVAILABLE,NOT AVAILABLE,STATE,CLOSED,0,JEFFERSON,48245,USA,922140,CORRECTIONAL INSTITUTIONS,"http://brokenchains.us/tdcj/TexasPrisons.html, http://www.tyc.state.tx.us/programs/alprice/index.html, http://www.beaumontenterprise.com/news/education/article/Al-Price-one-of-three-juvenile-facilities-to-close-1408479.php",6/3/2011,IMAGERY,2018/01/12 00:00:00,NOT AVAILABLE,JUVENILE,-999,0.0157069652542,1882.56816077542,1.33148977322e-05
5836,5436,10002761,KAUFMAN COUNTY LAW ENFORCEMENT CENTER,1900 E US HWY 175,KAUFMAN,TX,75142,NOT AVAILABLE,(972) 932-4337,COUNTY,OPEN,397,KAUFMAN,48257,USA,922140,CORRECTIONAL INSTITUTIONS,"http://kaufmanso.com/index.html, https://www.tcjs.state.tx.us/index.php?linkID=325",3/1/2018,IMAGERY,2018/04/30 00:00:00,http://kaufmanso.com/index.html,NOT AVAILABLE,531,0.00615689647181,732.632949595587,1.77760963124e-06
5837,5437,10002846,LIBERTY COUNTY JAIL,2400 BEAUMONT AVE,LIBERTY,TX,77575,NOT AVAILABLE,(936) 336-9395,COUNTY,OPEN,199,LIBERTY,48291,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.libertytxsheriff.com/,4/30/2018,IMAGERY,2018/04/30 00:00:00,http://www.libertytxsheriff.com/,NOT AVAILABLE,285,0.00634790305542,748.809761869111,1.51999326738e-06
5838,5438,10002829,"LEWIS E. ""BUTCH"" AMONETTE JUVENILE DETENTION CENTER",1692 E INTERSTATE HWY 10 BUSINESS LOOP,FORT STOCKTON,TX,79735,NOT AVAILABLE,NOT AVAILABLE,COUNTY,NOT AVAILABLE,0,PECOS,48371,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,IMAGERY,2018/05/02 00:00:00,NOT AVAILABLE,JUVENILE,48,0.00329444648451,390.457292980785,5.60802376161e-07
5839,5439,10002818,TOM GREEN COUNTY JUVENILE DETENTION CENTER,1253 W 19TH ST,SAN ANGELO,TX,76903,NOT AVAILABLE,(325) 655-2323,COUNTY,OPEN,-999,TOM GREEN,48451,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.tjjd.texas.gov/publications/other/searchfacilityregistryresults.aspx?SelectedFacilityType=YKSBbGCMUWM=&SelectedSortBy=laExhobORj5ZHimppFKN0Q==&IncludeInactive=bZL7qeN3IjY=,5/1/2018,IMAGERY,2018/05/01 00:00:00,NOT AVAILABLE,JUVENILE,25,0.00246504028685,294.189046667256,2.80920686056e-07
5840,5440,10002853,ORANGE COUNTY CORRECTIONAL FACILITY,205 S BORDER ST,ORANGE,TX,77630,NOT AVAILABLE,(409) 882-7951,COUNTY,OPEN,204,ORANGE,48361,USA,922140,CORRECTIONAL INSTITUTIONS,http://ocsheriffsoffice.com/,4/27/2018,IMAGERY,2018/05/01 00:00:00,http://ocsheriffsoffice.com/,MAXIMUM,350,0.00560658382912,658.584710576462,1.07994578421e-06
5841,5441,10002738,TITUS COUNTY JAIL / SHERIFF,304 S VAN BUREN,MOUNT PLEASANT,TX,75455,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,130,TITUS,48449,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.tcsoinfo.com/home,5/1/2018,IMAGERY,2018/05/01 00:00:00,http://www.tcsoinfo.com/home,NOT AVAILABLE,182,0.00304155152051,372.185556041382,4.09266036042e-07
